KeyWords,DOI,abstract,category,type,public_date,fund,author,jounary,author info,title
,10.1016/S1473-3099(20)30068-2,,研究方向:Infectious Diseases,文献类型:Letter,出版年: MAR 2020,,"作者:Thompson, R (Thompson, Robin)[ 1 ]",LANCET INFECTIOUS DISEASES,"Univ Oxford, Christ Church, Oxford OX1 1DP, England.
[ 1 ] Univ Oxford, Christ Church, Oxford OX1 1DP, England
",Pandemic potential of 2019-nCoV
作者关键词:novel coronavirus; diagnostics; vaccine; treatments; global health; outbreak; MERS-CoV; SARS-CoV,10.3390/jcm9030623,"摘要
Rapid diagnostics, vaccines and therapeutics are important interventions for the management of the 2019 novel coronavirus (2019-nCoV) outbreak. It is timely to systematically review the potential of these interventions, including those for Middle East respiratory syndrome-Coronavirus (MERS-CoV) and severe acute respiratory syndrome (SARS)-CoV, to guide policymakers globally on their prioritization of resources for research and development. A systematic search was carried out in three major electronic databases (PubMed, Embase and Cochrane Library) to identify published studies in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. Supplementary strategies through Google Search and personal communications were used. A total of 27 studies fulfilled the criteria for review. Several laboratory protocols for confirmation of suspected 2019-nCoV cases using real-time reverse transcription polymerase chain reaction (RT-PCR) have been published. A commercial RT-PCR kit developed by the Beijing Genomic Institute is currently widely used in China and likely in Asia. However, serological assays as well as point-of-care testing kits have not been developed but are likely in the near future. Several vaccine candidates are in the pipeline. The likely earliest Phase 1 vaccine trial is a synthetic DNA-based candidate. A number of novel compounds as well as therapeutics licensed for other conditions appear to have in vitro efficacy against the 2019-nCoV. Some are being tested in clinical trials against MERS-CoV and SARS-CoV, while others have been listed for clinical trials against 2019-nCoV. However, there are currently no effective specific antivirals or drug combinations supported by high-level evidence.",研究方向:General & Internal Medicine,文献类型:Review,出版年: MAR 2020,"Ministry of Health and Ministry of Defence, Singapore ","作者:Pang, JX (Pang, Junxiong)[ 1,2,3 ] ; Wang, MX (Wang, Min Xian)[ 1,2,3 ] ; Ang, IYH (Ang, Ian Yi Han)[ 1,2 ] ; Tan, SHX (Tan, Sharon Hui Xuan)[ 1,2 ] ; Lewis, RF (Lewis, Ruth Frances)[ 1,2 ] ; Chen, JIP (Chen, Jacinta I-Pei)[ 1,2 ] ; Gutierrez, RA (Gutierrez, Ramona A.)[ 4 ] ; Gwee, SXW (Gwee, Sylvia Xiao Wei)[ 1,2,3 ] ; Chua, PEY (Chua, Pearleen Ee Yong)[ 1,2,3 ] ; Yang, Q (Yang, Qian)[ 1,2 ] ...更多内容",JOURNAL OF CLINICAL MEDICINE,"Natl Univ Singapore, Saw Swee Hock Sch Publ Hlth, Singapore 117549, Singapore.
Natl Univ Hlth Syst, Singapore 117549, Singapore.
Natl Univ Singapore, Ctr Infect Dis Epidemiol & Res, Singapore 117549, Singapore.
[ 1 ] Natl Univ Singapore, Saw Swee Hock Sch Publ Hlth, Singapore 117549, Singapore
[ 2 ] Natl Univ Hlth Syst, Singapore 117549, Singapore
[ 3 ] Natl Univ Singapore, Ctr Infect Dis Epidemiol & Res, Singapore 117549, Singapore
[ 4 ] Natl Ctr Infect Dis, Singapore 308442, Singapore
[ 5 ] Minist Hlth, Singapore 169854, Singapore
","Potential Rapid Diagnostics, Vaccine and Therapeutics for 2019 Novel Coronavirus (2019-nCoV): A Systematic Review"
作者关键词:Respiratory disease; viral infection; coronavirus; World Health Organization; quarantine period,393,"摘要
Recently, a new coronavirus disease (COVID-19) has emerged as a respiratory infection with significant concern for global public health hazards. With an initial suspicion of the animal to the human transmission for earlier cases, now the paradigm has shifted towards human to human transmission via droplets, contacts and/or through fomites. with each passing day, more and more confirmed cases arc being reported worldwide which has alarmed the global authorities including World Health Organization (WHO), Centers for Disease Control and Prevention (CDC) and the National Health Commission of the People's Republic of China to take immediate action in order to reduce the transmission and subsequent mortalities associated with COVID-l9 to as minimum as possible. Unfortunately, like the previous Coronavirus outbreaks, there is no definite antiviral therapy for the treatment of confirmed cases and hence preventing ourselves from contracting 2019-nCoV is the best way to prevent it from becoming pandemic. Herein, we aim to discuss the latest updates on the origin, genomic characteristics, diagnosis, treatment options and current efforts being made by international health organizations with regards to the 2019-nCoV outbreak.",研究方向:Oncology; Research & Experimental Medicine,文献类型:Review,出版年: MAR 2020,,"作者:Sahu, KK (Sahu, Kamal Kant)[ 1 ] ; Mishra, AK (Mishra, Ajay Kumar)[ 1 ] ; Lal, A (Lal, Amos)[ 2 ]",ANNALS OF TRANSLATIONAL MEDICINE,"Mayo Clin, Div Pulm & Crit Care Med, Rochester, MN 55905 USA.
[ 1 ] St Vincent Hosp, Dept Internal Med, Worcester, MA 01604 USA
[ 2 ] Mayo Clin, Div Pulm & Crit Care Med, Rochester, MN 55905 USA
",Comprehensive update on current outbreak of novel coronavirus infection (2019-nCoV)
作者关键词:coronaviruses; SARS-CoV-2; COVID-19; pandemics; immunopathogenicity; therapy; antivirals; outbreak,10.31925/farmacia.2020.2.1,"摘要
Three zoonotic coronaviruses emerged at the beginning of the XXI century: SARS-CoV (Severe Acute Respiratory Syndrome coronavirus), Middle-East respiratory syndrome coronavirus (MERS-CoV) and SARS-CoV2 (previously known as 2019-nCoV), the etiologic agent of COVID 19 (Coronavirus disease) pandemic. The outbreak of the COVID-19 started in Wuhan, Hubei province, China, in December 2019 and has spread extremely fast worldwide. The World Health Organization declared it a pandemic on 11 March 2020. The present study is reviewing the background of human coronaviruses, the potential viral reservoirs, the main genomic and pathogenic aspects of SARS-CoV-2 and the actual data on the immunopathological mechanisms of COVID 19, looking towards therapeutic approaches for SARS-CoV2 infection.",研究方向:Pharmacology & Pharmacy,文献类型:Review,出版年: MAR-APR 2020,"Carol Davila""University of Medicine and Pharmacy - Ministry of Research and Innovation within PNCDI III ","作者:Arsene, AL (Arsene, Andreea Letitia)[ 1 ] ; Dumitrescu, IB (Dumitrescu, Ion-Bogdan)[ 1 ] ; Dragoi, CM (Dragoi, Cristina Manuela)[ 1 ] ; Udeanu, DI (Udeanu, Denisa Ioana)[ 1 ] ; Lupuliasa, D (Lupuliasa, Dumitru)[ 1 ] ; Jinga, V (Jinga, Viorel)[ 1 ] ; Draganescu, D (Draganescu, Doina)[ 1 ] ; Dinu-Pirvu, CE (Dinu-Pirvu, Cristina Elena)[ 1 ] ; Dragomiroiu, GTAB (Dragomiroiu, George Traian Alexandru Burcea)[ 1 ] ; Blejan, IE (Blejan, Ionut Emilian)[ 1 ] ...更多内容",FARMACIA,"Carol Davila Univ Med & Pharm, 37 Dionisie Lupu St, Bucharest 020021, Romania.
[ 1 ] Carol Davila Univ Med & Pharm, 37 Dionisie Lupu St, Bucharest 020021, Romania
[ 2 ] Minist Hlth, 1-3 Cristian Popisteanu St, Bucharest 010024, Romania
",A NEW ERA FOR THE THERAPEUTIC MANAGEMENT OF THE ONGOING COVID-19 PANDEMIC
作者关键词:2019 novel coronavirus; the origins of Wuhan's migrants; population size; social characteristics of floating population; quasi-experimental approach,1679,"摘要
After the 2019 novel coronavirus (2019-nCoV) outbreak, we estimated the distribution and scale of more than 5 million migrants residing in Wuhan after they returned to their hometown communities in Hubei Province or other provinces at the end of 2019 by using the data from the 2013-2018 China Migrants Dynamic Survey (CMDS). We found that the distribution of Wuhan's migrants is centred in Hubei Province (approximately 75%) at a provincial level, gradually decreasing in the surrounding provinces in layers, with obvious spatial characteristics of circle layers and echelons. The scale of Wuhan's migrants, whose origins in Hubei Province give rise to a gradient reduction from east to west within the province, and account for 66% of Wuhan's total migrants, are from the surrounding prefectural-level cities of Wuhan. The distribution comprises 94 districts and counties in Hubei Province, and the cumulative percentage of the top 30 districts and counties exceeds 80%. Wuhan's migrants have a large proportion of middle-aged and high-risk individuals. Their social characteristics include nuclear family migration (84%), migration with families of 3-4 members (71%), a rural household registration (85%), and working or doing business (84%) as the main reason for migration. Using a quasi-experimental analysis framework, we found that the size of Wuhan's migrants was highly correlated with the daily number of confirmed cases. Furthermore, we compared the epidemic situation in different regions and found that the number of confirmed cases in some provinces and cities in Hubei Province may be underestimated, while the epidemic situation in some regions has increased rapidly. The results are conducive to monitoring the epidemic prevention and control in various regions.","研究方向:Environmental Sciences & Ecology; Public, Environmental & Occupational Health",文献类型:Article,出版年: MAR 2020,Youth Program of the National Social Science Fund of China ,"作者:Fan, CY (Fan, Changyu)[ 1 ] ; Liu, LP (Liu, Linping)[ 2,3 ] ; Guo, W (Guo, Wei)[ 3 ] ; Yang, AU (Yang, Anuo)[ 3 ] ; Ye, CC (Ye, Chenchen)[ 3 ] ; Jilili, M (Jilili, Maitixirepu)[ 3 ] ; Ren, MN (Ren, Meina)[ 3 ] ; Xu, P (Xu, Peng)[ 4 ] ; Long, HX (Long, Hexing)[ 5 ] ; Wang, YF (Wang, Yufan)[ 1 ]",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"Hangzhou Normal Univ, Sch Publ Adm, Hangzhou 311121, Zhejiang, Peoples R China.
Nanjing Univ, Sch Social & Behav Sci, Nanjing 210046, Jiangsu, Peoples R China.
[ 1 ] Cent China Normal Univ, Sch Sociol, Wuhan 430079, Hubei, Peoples R China
[ 2 ] Hangzhou Normal Univ, Sch Publ Adm, Hangzhou 311121, Zhejiang, Peoples R China
[ 3 ] Nanjing Univ, Sch Social & Behav Sci, Nanjing 210046, Jiangsu, Peoples R China
[ 4 ] Wuhan Univ, Sch Sociol, Wuhan 430072, Hubei, Peoples R China
[ 5 ] Minzu Univ China, Sch Econ, Beijing 100081, Peoples R China
",Prediction of Epidemic Spread of the 2019 Novel Coronavirus Driven by Spring Festival Transportation in China: A Population-Based Study
作者关键词:COVID-19; 2019 n-CoV; Ma Xing Shi Gan Decoction; Traditional Chinese medicine; Integrating network pharmacology,MAR 2020,"摘要
Beginning in December 2019, coronavirus disease 2019 (COVID-19), due to 2019-nCoV infection, emerged in Wuhan and spread rapidly throughout China and even worldwide. Employing combined therapy of modern medicine and traditional Chinese medicine has been proposed, in which Ma Xing Shi Gan Decoction (MXSGD) was recommended as a basic prescription and applied widely in the clinical treatment of COVID-19. We investigated the underlying mechanism of MXSGD in treating COVID-19 utilizing the approaches of integrating network pharmacology. A total of 97 active ingredients of MXSGD were screened out, and 169 targets were predicted. The protein-protein interaction network exhibited hub targets of MXSGD, such as Heat shock protein 90, RAC-alpha serine/ threonine-protein kinase, Transcription factor AP-1, Mitogen-activated protein kinase 1, Cellular tumor antigen p53, Vascular endothelial growth factor A, and Tumour necrosis factor. Gene Ontology functional enrichment analysis demonstrated that the biological processes altered within the body after taking MXSGD were closely related to the regulation of such processes as the acute inflammatory response, chemokine production, vascular permeability, response to oxygen radicals, ox- idative stress-induced apoptosis, T cell differentiation involved in the immune response, immunoglobulin secretion, and extracellular matrix disassembly. KEGG enrichment analysis indicated that the targets of MXSGD were significantly enriched in inflammation-related pathways, immunomodulation-related pathways, and viral infection-related pathways. The therapeutic mechanisms of MXSGD on COVID-19 may primarily involve the following effects: reducing inflammation, suppressing cytokine storm, protecting the pulmonary alveolar-capillary barrier, alleviating pulmonary edema, regulating the immune response, and decreasing fever.",研究方向:Pharmacology & Pharmacy,文献类型:Article,出版年: MAR 2020,National Natural Science Foundation of China,"作者:Wang, YX (Wang, Y-X)[ 1,2,3 ] ; Ma, JR (Ma, J-R)[ 4 ] ; Wang, SQ (Wang, S-Q)[ 5 ] ; Zeng, YQ (Zeng, Y-Q)[ 6 ] ; Zhou, CY (Zhou, C-Y)[ 5 ] ; Ru, YH (Ru, Y-H)[ 7 ] ; Zhang, L (Zhang, L.)[ 1 ] ; Lu, ZG (Lu, Z-G)[ 2 ] ; Wu, MH (Wu, M-H)[ 1 ] ; Li, H (Li, H.)[ 1 ]",EUROPEAN REVIEW FOR MEDICAL AND PHARMACOLOGICAL SCIENCES,"Nanjing Univ Chinese Med, Affiliated Hosp, Jiangsu Prov Hosp Chinese Med, Dept Neurol, Nanjing, Jiangsu, Peoples R China.
Nanjing Univ Chinese Med, Key Lab Acupuncture & Med Res, Minist Educ, Nanjing, Peoples R China.
[ 1 ] Nanjing Univ Chinese Med, Affiliated Hosp, Jiangsu Prov Hosp Chinese Med, Dept Neurol, Nanjing, Jiangsu, Peoples R China
[ 2 ] Nanjing Univ Chinese Med, Key Lab Acupuncture & Med Res, Minist Educ, Nanjing, Peoples R China
[ 3 ] Nanjing Univ Chinese Med, State Key Lab Cultivat Base TCM Qual & Efficacy, Nanjing, Jiangsu, Peoples R China
[ 4 ] Nanjing Univ Chinese Med, Prov Key Lab Drug Target & Drug Degenerat Dis, Sch Med & Holist Integrat Med, Nanjing, Jiangsu, Peoples R China
[ 5 ] Nanjing Univ Chinese Med, Affiliated Hosp, Jiangsu Prov Hosp Chinese Med, Dept Respirat, Nanjing, Jiangsu, Peoples R China
[ 6 ] Nanjing Univ Chinese Med, Affiliated Hosp, Jiangsu Prov Hosp Chinese Med, Clin Med Sch 1, Nanjing, Jiangsu, Peoples R China
[ 7 ] Soochow Univ, Jiangsu Inst Haematol, Natl Clin Res Ctr Haematol Dis, Affiliated Hosp 1, Suzhou, Jiangsu, Peoples R China
",Utilizing integrating network pharmacological approaches to investigate the potential mechanism of Ma Xing Shi Gan Decoction in treating COVID-19
作者关键词:Clinical trial; Coronavirus; Lopinavir/ritonavir; COVID-19; China,MAR 2020,"摘要
OBJECTIVE: The Coronavirus disease 2019 (COVID-19) which outbroke in December 2019 is highly contagious with a low cure rate. In view of this, there is an urgent need to find a more appropriate therapeutic scheme against COVID-19. The study aimed to investigate whether lopinavir/ritonavir (LPV/r) in combination with other pneumonia-associated adjuvant drugs has a better therapeutic effect on COVID-19.

PATIENTS AND METHODS: Totally 47 patients with COVID-19 infection who were admitted to Rui'an People's Hospital between January 22 and January 29, 2020 were collected. The patients were divided into the test group and the control group according to whether they had been treated with LPV/r or not during hospitalization. Patients in the test group were treated with LPV/r combined with adjuvant medicine, while those in the control group were just treated with adjuvant medicine. The changes of body temperature, blood routine and blood biochemistry between the two groups were observed and compared.

RESULTS: Both groups achieved good therapeutic effect with the body temperature of patients decreased gradually from admission to the 10th day of treatment. But the body temperature of patients in the test group decreased faster than that of the control group. Blood routine indexes showed that compared with the control group, the abnormal proportion of white blood cells, lymphocytes and C-reactive protein of the test group could be reduced to some extent. Blood biochemical indexes exhibited that the proportion of patients with abnormal alanine aminotransferase and aspartate aminotransferase in the test group were lower than the control group. The number of days for nCoV-RNA turning negative after treatment was significantly decreased in the test group than that in the control group.

CONCLUSIONS: Compared with the treatment of pneumonia-associated adjuvant drugs alone, the combination treatment with LPV/r and adjuvant drugs has a more evident therapeutic effect in lowering the body temperature and restoring normal physiological mechanisms with no evident toxic and side effects. In view of these conclusions, we suggested that the use of LPV/r combined with pneumonia-associated adjuvant drugs in the clinical treatment for patients with COVID-19 should be promoted.",研究方向:Pharmacology & Pharmacy,文献类型:Article,出版年: MAR 2020,Zhejiang Natural Science Foundation: experimental study on the role of IL-6-INDUCED exosome pathway in promoting invasion and metastasis of hepatocellular carcinoma by omitting microRNA-133a-3p ,"作者:Ye, XT (Ye, X-T)[ 1 ] ; Luo, YL (Luo, Y-L)[ 1 ] ; Xia, SC (Xia, S-C)[ 2 ] ; Sun, QF (Sun, Q-F)[ 1 ] ; Ding, JG (Ding, J-G)[ 1 ] ; Zhou, Y (Zhou, Y.)[ 1 ] ; Chen, W (Chen, W.)[ 1 ] ; Wang, XF (Wang, X-F)[ 1 ] ; Zhang, WW (Zhang, W-W)[ 1 ] ; Du, WJ (Du, W-J)[ 2 ] ...更多内容",EUROPEAN REVIEW FOR MEDICAL AND PHARMACOLOGICAL SCIENCES,"Ruian Peoples Hosp, Dept Infect, Ruian, Peoples R China.
Ruian Peoples Hosp, Emergency Intens Care Unit, Ruian, Peoples R China.
[ 1 ] Ruian Peoples Hosp, Dept Infect, Ruian, Peoples R China
[ 2 ] Ruian Peoples Hosp, Leading Grp COVID 19, Ruian, Peoples R China
[ 3 ] Ruian Peoples Hosp, Emergency Intens Care Unit, Ruian, Peoples R China
",Clinical efficacy of lopinavir/ritonavir in the treatment of Coronavirus disease 2019
作者关键词:Wuhan pneumonia; coronavirus; CoV; severe acute respiratory syndrome; SARS; COVID-19; angiotensin-converting enzyme 2; ACE2; SARS-CoV; 2019-nCoV; outbreak; epidemic; epidemiology; infection; drought; bat; green light; red light; wildlife; host; exposure; risk,1633,"摘要
Within last 17 years two widespread epidemics of severe acute respiratory syndrome (SARS) occurred in China, which were caused by related coronaviruses (CoVs): SARS-CoV and SARS-CoV-2. Although the origin(s) of these viruses are still unknown and their occurrences in nature are mysterious, some general patterns of their pathogenesis and epidemics are noticeable. Both viruses utilize the same receptor-angiotensin-converting enzyme 2 (ACE2)-for invading human bodies. Both epidemics occurred in cold dry winter seasons celebrated with major holidays, and started in regions where dietary consumption of wildlife is a fashion. Thus, if bats were the natural hosts of SARS-CoVs, cold temperature and low humidity in these times might provide conducive environmental conditions for prolonged viral survival in these regions concentrated with bats. The widespread existence of these bat-carried or -released viruses might have an easier time in breaking through human defenses when harsh winter makes human bodies more vulnerable. Once succeeding in making some initial human infections, spreading of the disease was made convenient with increased social gathering and holiday travel. These natural and social factors influenced the general progression and trajectory of the SARS epidemiology. However, some unique factors might also contribute to the origination of SARS in Wuhan. These factors are discussed in different scenarios in order to promote more research for achieving final validation.","研究方向:Environmental Sciences & Ecology; Public, Environmental & Occupational Health",文献类型:Review,出版年: MAR 2020,National Natural Science Foundation of China,"作者:Sun, Z (Sun, Zhong)[ 1 ] ; Thilakavathy, K (Thilakavathy, Karuppiah)[ 1,2 ] ; Kumar, SS (Kumar, S. Suresh)[ 2,3 ] ; He, GZ (He, Guozhong)[ 4 ] ; Liu, SV (Liu, Shi V.)[ 5 ]",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,"Kunming Med Univ, Inst Hlth, Kunming 650500, Yunnan, Peoples R China.
Eagle Inst Mol Med, Apex, NC 27523 USA.
[ 1 ] Univ Putra Malaysia, Fac Med & Hlth Sci, Dept Biomed Sci, Upm Serdang 43400, Selangor, Malaysia
[ 2 ] Univ Putra Malaysia, Fac Med & Hlth Sci, Genet & Regenerat Med Res Grp, Upm Serdang 43400, Selangor, Malaysia
[ 3 ] Univ Putra Malaysia, Dept Med Microbiol & Parasitol, Upm Serdang 43400, Selangor, Malaysia
[ 4 ] Kunming Med Univ, Inst Hlth, Kunming 650500, Yunnan, Peoples R China
[ 5 ] Eagle Inst Mol Med, Apex, NC 27523 USA
",Potential Factors Influencing Repeated SARS Outbreaks in China
作者关键词:Coronavirus; Emerging threat; Monoclonal Antibody; Immunotherapy; Infectious diseases; Viruses; Zoonoses,10.12932/AP-200220-0773,"摘要
Last decade witnessed the outbreak of many life-threatening human pathogens including Nipah, Ebola, Chikungunya, Zika, Middle East respiratory syndrome coronavirus (MERS-CoV), Severe Acute respiratory syndrome coronavirus (SARS-CoV) and more recently novel coronavirus (2019-nCoV or SARS-CoV-2). The disease condition associated with novel coronavirus, referred to as Coronavirus disease (COVID-19). The emergence of novel coronavirus in 2019 in Wuhan, China marked the third highly pathogenic coronavirus infecting humans in the 21"" century. The continuing emergence of coronaviruses at regular intervals poses a significant threat to human health and economy. Ironically, even after a decade of research on coronavirus, still there are no licensed vaccines or therapeutic agents to treat coronavirus infection which highlights an urgent need to develop effective vaccines or post-exposure prophylaxis to prevent future epidemics. Several clinical, genetic and epidemiological features of COVID-19 resemble SARS-CoV infection. Hence, the research advancements on SARS-CoV treatment might help scientific community in quick understanding of this virus pathogenesis and develop effective therapeutic/prophylactic agents to treat and prevent this infection. Monoclonal antibodies represent the major class of biotherapeutics for passive immunotherapy to fight against viral infection. The therapeutic potential of monoclonal antibodies has been well recognized in the treatment of many diseases. Here, we summarize the potential monoclonal antibody based therapeutic intervention for COVID-19 by considering the existing knowledge on the neutralizing monoclonal antibodies against similar coronaviruses SARS-CoV and MERS-CoV. Further research on COVID-19 pathogenesis could identify appropriate therapeutic targets to develop specific anti-virals against this newly emerging pathogen.",研究方向:Allergy; Immunology,文献类型:Review,出版年: MAR 2020,"Second Century Fund (C2F), Chulalongkorn University ","作者:Shanmugaraj, B (Shanmugaraj, Balamurugan)[ 1,2 ] ; Siriwattananon, K (Siriwattananon, Konlavat)[ 1,2 ] ; Wangkanont, K (Wangkanont, Kittikhun)[ 3 ] ; Phoolcharoen, W (Phoolcharoen, Waranyoo)[ 1,2 ]",ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY,"Chulalongkorn Univ, Res Unit Plant Produced Pharmaceut, Bangkok, Thailand.
Chulalongkorn Univ, Fac Pharmaceut Sci, Dept Pharmacognosy & Pharmaceut Bot, Bangkok, Thailand.
[ 1 ] Chulalongkorn Univ, Res Unit Plant Produced Pharmaceut, Bangkok, Thailand
[ 2 ] Chulalongkorn Univ, Fac Pharmaceut Sci, Dept Pharmacognosy & Pharmaceut Bot, Bangkok, Thailand
[ 3 ] Chulalongkorn Univ, Fac Sci, Dept Biochem, Bangkok, Thailand
",Perspectives on monoclonal antibody therapy as potential therapeutic intervention for Coronavirus disease-19 (COVID-19)
作者关键词:Traditional Chinese Medicine; Novel coronavirus pneumonia; Novel coronavirus (2019-nCoV); Infectious diseases; Inflammation,10.3724/SP.J.1009.2019.000000,"摘要
The novel coronavirus pneumonia broke out in 2019 and spread rapidly. In 30 different countries, there are over seventy thousand patients have been diagnosed in total. Therefore, it is urgent to develop the effective program to prevent and treat for the novel coronavirus pneumonia. In view of Traditional Chinese Medicine has accumulated a solid theoretical foundation of plague in ancient and recent decades. Meanwhile, Traditional Chinese Medicine can provide the more effective and personalized treatment via adjusting the specific medicine for each patient based on the different syndromes. In addition, TCM often has different effect on the distinct stages of diseases, contributing to the prevention, treatment and rehabilitation. Nowadays, TCM has exhibited decent effect in the in the fight against NCP. Therefore, it is convinced that Traditional Chinese Medicine is an effective treatment for 2019 novel coronavirus pneumonia.",研究方向:Integrative & Complementary Medicine; Pharmacology & Pharmacy,文献类型:Review,出版年: MAR 2020,TCM research project of Health Commission of Hubei Province ,"作者:Du, HZ (Du Hong-Zhi)[ 1 ] ; Hou, XY (Hou Xiao-Ying)[ 2 ] ; Miao, YH (Miao Yu-Huan)[ 1 ] ; Huang, BS (Huang Bi-Sheng)[ 1 ] ; Liu, DH (Liu Da-Hui)[ 1 ]",CHINESE JOURNAL OF NATURAL MEDICINES,"Hubei Univ Chinese Med, Sch Pharm, Wuhan 430065, Peoples R China.
[ 1 ] Hubei Univ Chinese Med, Sch Pharm, Wuhan 430065, Peoples R China
[ 2 ] China Pharmaceut Univ, Key Lab Drug Qual Control & Pharmacovigilance, State Key Lab Nat Med, Minist Educ, Nanjing 210009, Peoples R China
",Traditional Chinese Medicine: an effective treatment for 2019 novel coronavirus pneumonia (NCP)
作者关键词:2019-nCoV; coronavirus; Wuhan; respiratory tract infection; SARS-CoV-2,10.7861/clinmed.2019-coron,"摘要
In December 2019, health authorities in Wuhan, China, identified a cluster of pneumonia cases of unknown aetiology linked to the city's South China Seafood Market. Subsequent investigations revealed a novel coronavirus, SARS-CoV-2, as the causative agent now at the heart of a major outbreak. The rising case numbers have been accompanied by unprecedented public health action, including the wholesale isolation of Wuhan. Alongside this has been a robust scientific response, including early publication of the pathogen genome, and rapid development of highly specific diagnostics. This article will review the new knowledge of SARS-CoV-2 COVID-19 acute respiratory disease, and summarise its clinical features.",研究方向:General & Internal Medicine,文献类型:Review,出版年: MAR 2020,,"作者:Lake, MA (Lake, Mary A.)[ 1 ]",CLINICAL MEDICINE,"Lab Mol Biol, Cambridge Biomed Campus,Francis Crick Ave, Cambridge CB2 0QH, England.
[ 1 ] Univ Cambridge, Cambridge, England
",What we know so far: COVID-19 current clinical knowledge and research
作者关键词:Basic reproduction number; Novel coronavirus (2019-nCoV),10.1016/j.ijid.2020.01.050,"摘要
Backgrounds: An ongoing outbreak of a novel coronavirus (2019-nCoV) pneumonia hit a major city in China, Wuhan, December 2019 and subsequently reached other provinces/regions of China and other countries. We present estimates of the basic reproduction number, R-0, of 2019-nCoV in the early phase of the outbreak.

Methods: Accounting for the impact of the variations in disease reporting rate, we modelled the epidemic curve of 2019-nCoV cases time series, in mainland China from January 10 to January 24, 2020, through the exponential growth. With the estimated intrinsic growth rate (gamma), we estimated R-0 by using the serial intervals (SI) of two other well-known coronavirus diseases, MERS and SARS, as approximations for the true unknown SI.

Findings: The early outbreak data largely follows the exponential growth. We estimated that the mean R-0 ranges from 2.24 (95%CI: 1.96-2.55) to 3.58 (95%CI: 2.89-4.39) associated with 8-fold to 2-fold increase in the reporting rate. We demonstrated that changes in reporting rate substantially affect estimates of R-0.

Conclusion: The mean estimate of R-0 for the 2019-nCoV ranges from 2.24 to 3.58, and is significantly larger than 1. Our findings indicate the potential of 2019-nCoV to cause outbreaks. (C) 2020 The Author(s). Published by Elsevier Ltd on behalf of International Society for Infectious Diseases.",研究方向:Infectious Diseases,文献类型:Article,出版年: MAR 2020,"General Research Fund of the Research Grants Council (RGC) of Hong Kong, China ","作者:Zhao, S (Zhao, Shi)[ 1,2 ] ; Lin, QY (Lin, Qianyin)[ 3 ] ; Ran, JJ (Ran, Jinjun)[ 4 ] ; Musa, SS (Musa, Salihu S.)[ 5 ] ; Yang, GP (Yang, Guangpu)[ 6,7,8 ] ; Wang, WM (Wang, Weiming)[ 9 ] ; Lou, YJ (Lou, Yijun)[ 5 ] ; Gao, DZ (Gao, Daozhou)[ 10 ] ; Yang, L (Yang, Lin)[ 11 ] ; He, DH (He, Daihai)[ 5 ] ...更多内容",INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,"Chinese Univ Hong Kong, JC Sch Publ Hlth & Primary Care, Hong Kong, Peoples R China.
Chinese Univ Hong Kong, Shenzhen Res Inst, Shenzhen, Peoples R China.
Hong Kong Polytech Univ, Dept Appl Math, Hong Kong, Peoples R China.
[ 1 ] Chinese Univ Hong Kong, JC Sch Publ Hlth & Primary Care, Hong Kong, Peoples R China
[ 2 ] Chinese Univ Hong Kong, Shenzhen Res Inst, Shenzhen, Peoples R China
[ 3 ] Univ Michigan, Michigan Inst Data Sci, Ann Arbor, MI 48109 USA
[ 4 ] Univ Hong Kong, Li Ka Shing Fac Med, Sch Publ Hlth, Hong Kong, Peoples R China
[ 5 ] Hong Kong Polytech Univ, Dept Appl Math, Hong Kong, Peoples R China
[ 6 ] Chinese Univ Hong Kong, Dept Orthopaed & Traumatol, Hong Kong, Peoples R China
[ 7 ] Chinese Univ Hong Kong, SH Ho Scoliosis Res Lab, Joint Scoliosis Res Ctr, Hong Kong, Peoples R China
[ 8 ] Nanjing Univ, Hong Kong, Peoples R China
[ 9 ] Huaiyin Normal Univ, Sch Math & Stat, Huaian, Peoples R China
[ 10 ] Shanghai Normal Univ, Dept Math, Shanghai, Peoples R China
[ 11 ] Hong Kong Polytech Univ, Sch Nursing, Hong Kong, Peoples R China
","Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak"
