abstract,KeyWords,type,jounary,DOI,title,author,category,fund,public_date,author info
"摘要
Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus-2 not yet has established its treatment, but convalescent plasma has been expected to increase survival rates as in the case with other emerging viral infections. We describe two cases of COVID-19 treated with convalescent plasma infusion. Both patients presented severe pneumonia with acute respiratory distress syndrome and showed a favorable outcome after the use of convalescent plasma in addition to systemic corticosteroid. To our knowledge, this is the first report of the use of convalescent plasma therapy for COVID-19 in Korea.",作者关键词:Coronavirus; SARS-CoV-2; COVID-19; Treatment; Convalescent Plasma,文献类型:Article,JOURNAL OF KOREAN MEDICAL SCIENCE,e149,Use of Convalescent Plasma Therapy in Two COVID-19 Patients With Acute Respiratory Distress Syndrome in Korea,"作者:Ahn, JY (Ahn, Jin Young)[ 1 ] ; Sohn, Y (Sohn, Yujin)[ 1 ] ; Lee, SH (Lee, Su Hwan)[ 1 ] ; Cho, Y (Cho, Yunsuk)[ 1 ] ; Hyun, JH (Hyun, Jong Hoon)[ 1 ] ; Baek, YJ (Baek, Yae Jee)[ 1 ] ; Jeong, SJ (Jeong, Su Jin)[ 1 ] ; Kim, JH (Kim, Jung Ho)[ 1 ] ; Ku, NS (Ku, Nam Su)[ 1 ] ; Yeom, JS (Yeom, Joon-Sup)[ 1 ] ...更多内容",研究方向:General & Internal Medicine,HIV (Korea HIV/AIDS Cohort Study) ,出版年: APR 13 2020,"Yonsei Univ, Coll Med, Dept Internal Med, 50 Yonsei Ro, Seoul 002, South Korea.
Yonsei Univ, Coll Med, AIDS Res Inst, 50 Yonsei Ro, Seoul 002, South Korea.
Yonsei Univ, Coll Med, Dept Lab Med, 50 Yonsei Ro, Seoul 03722, South Korea.
[ 1 ] Yonsei Univ, Coll Med, Severance Hosp, Dept Internal Med, Seoul, South Korea
[ 2 ] Yonsei Univ, Coll Med, Severance Hosp, Dept Lab Med, Seoul, South Korea
[ 3 ] Seoul Med Ctr, Dept Internal Med, Seoul, South Korea
[ 4 ] Natl Med Ctr, Dept Internal Med, Seoul, South Korea
"
,,文献类型:Editorial Material,JOURNAL OF KOREAN MEDICAL SCIENCE,e150,Convalescent Plasma Therapy for Corona Virus Disease 2019: a Long Way to Go but Worth Trying,"作者:Yoo, JH (Yoo, Jin-Hong)[ 1,2 ]",研究方向:General & Internal Medicine,,出版年: APR 13 2020,"Catholic Univ Korea, Bucheon St Marys Hosp, Coll Med, Div Infect Dis,Dept Internal Med, 327 Sosa Ro, Bucheon 14647, South Korea.
[ 1 ] Catholic Univ Korea, Div Infect Dis, Dept Internal Med, Coll Med, Seoul, South Korea
[ 2 ] Bucheon St Marys Hosp, Div Infect Dis, Dept Internal Med, Bucheon, South Korea
"
"摘要
Since December 2019, the infection of the new coronavirus (COVID-19) caused an outbreak of new coronavirus pneumonia in Wuhan, China, and caused great public concern. Both COVID-19 and SARS-CoV belong to the coronavirus family and both invade target cells through ACE2. An in-depth understanding of ACE2 and a series of physiological and physiological changes caused by the virus invading the human body may help to discover and explain the corresponding clinical phenomena and then deal with them timely. In addition, ACE2 is a potential therapeutic target. This article will summarize the role of ACE2 in multiple organ damage caused by COVID-19 and SARS-CoV, targeted blocking drugs against ACE2, and drugs that inhibit inflammation in order to provide the basis for subsequent related research, diagnosis and treatment, and drug development.",作者关键词:New coronavirus (COVID-19); Angiotensin-converting enzyme 2 (ACE2); SARS coronavirus (SARS-CoV),文献类型:Review; Early Access,EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,10.1007/s10096-020-03883-y,Searching therapeutic strategy of new coronavirus pneumonia from angiotensin-converting enzyme 2: the target of COVID-19 and SARS-CoV,"作者:Li, SR (Li, Shu-ren)[ 1 ] ; Tang, ZJ (Tang, Zi-jian)[ 1,2 ] ; Li, ZH (Li, Zai-han)[ 3 ] ; Liu, X (Liu, Xuan)[ 4 ]",研究方向:Infectious Diseases; Microbiology,,APR 2020,"Hebei Gen Hosp, Shijiazhuang 050051, Hebei, Peoples R China.
[ 1 ] Hebei Gen Hosp, Shijiazhuang 050051, Hebei, Peoples R China
[ 2 ] Hebei Med Univ, Grad Sch, Hebei Gen Hosp, Shijiazhuang 050000, Hebei, Peoples R China
[ 3 ] Suzhou Univ, Suzhou 215000, Jiangsu, Peoples R China
[ 4 ] Hebei Med Univ, Hosp 4, Shijiazhuang 050000, Hebei, Peoples R China
"
,,文献类型:Letter; Early Access,JOURNAL OF DENTAL RESEARCH,UNSP 0022034520920169,Letter to the Editor: How to Deal with Suspended Oral Treatment during the COVID-19 Epidemic,"作者:Guo, J (Guo, J.)[ 1 ] ; Wu, H (Wu, H.)[ 1 ] ; Xie, H (Xie, H.)[ 1 ]","研究方向:Dentistry, Oral Surgery & Medicine",Natural Science Foundation of Hunan Province,10.1177/0022034520920169,"Changsha Stomatol Hosp, 389 Youyi Rd, Changsha 410006, Hunan, Peoples R China.
[ 1 ] Changsha Stomatol Hosp, 389 Youyi Rd, Changsha 410006, Hunan, Peoples R China
"
,,文献类型:Letter; Early Access,JOURNAL OF DENTAL RESEARCH,UNSP 0022034520920166,Response to the Letter to the Editor: How to Deal with Suspended Oral Treatment during the COVID-19 Epidemic,"作者:Meng, L (Meng, L.)[ 1,2 ] ; Hua, F (Hua, F.)[ 3 ] ; Bian, Z (Bian, Z.)[ 1,2 ]","研究方向:Dentistry, Oral Surgery & Medicine",,10.1177/0022034520920166,"Wuhan Univ, Sch & Hosp Stomatol, State Key Lab Breeding Base Basic Sci Stomatol Hu, Luoyu Rd 237, Wuhan 430079, Hubei, Peoples R China.
Wuhan Univ, Sch & Hosp Stomatol, Key Lab Oral Biomed, Minist Educ, Luoyu Rd 237, Wuhan 430079, Hubei, Peoples R China.
[ 1 ] Wuhan Univ, Sch & Hosp Stomatol, State Key Lab Breeding Base Basic Sci Stomatol Hu, Luoyu Rd 237, Wuhan 430079, Hubei, Peoples R China
[ 2 ] Wuhan Univ, Sch & Hosp Stomatol, Key Lab Oral Biomed, Minist Educ, Luoyu Rd 237, Wuhan 430079, Hubei, Peoples R China
[ 3 ] Wuhan Univ, Sch & Hosp Stomatol, Ctr Evidence Based Stomatol, Wuhan, Peoples R China
"
,,文献类型:Editorial Material; Early Access,AIDS AND BEHAVIOR,10.1007/s10461-020-02861-x,Contracting HIV or Contracting SAR-CoV-2 (COVID-19) in Pregnancy? Balancing the Risks and Benefits,"作者:Davey, DJ (Davey, Dvora Joseph)[ 1,2 ] ; Bekker, LG (Bekker, Linda-Gail)[ 3 ] ; Coates, TJ (Coates, Thomas J.)[ 1,4 ] ; Myer, L (Myer, Landon)[ 2 ]","研究方向:Public, Environmental & Occupational Health; Biomedical Social Sciences",National Institute of Health and Fogarty International Center ,APR 2020,"Univ Calif Los Angeles, Dept Epidemiol, Fielding Sch Publ Hlth, Los Angeles, CA 90095 USA.
Univ Cape Town, Sch Publ Hlth & Family Med, Div Epidemiol & Biostat, Cape Town, South Africa.
[ 1 ] Univ Calif Los Angeles, Dept Epidemiol, Fielding Sch Publ Hlth, Los Angeles, CA 90095 USA
[ 2 ] Univ Cape Town, Sch Publ Hlth & Family Med, Div Epidemiol & Biostat, Cape Town, South Africa
[ 3 ] Univ Cape Town, Desmond Tutu HIV Ctr, Cape Town, South Africa
[ 4 ] Univ Calif Los Angeles, David Geffen Sch Med, Los Angeles, CA 90095 USA
"
,,文献类型:Letter; Early Access,DERMATOLOGIC THERAPY,dth13359,Solidarity and transparency against the COVID-19 pandemic,"作者:Arora, G (Arora, Gulhima)[ 1 ] ; Kroumpouzos, G (Kroumpouzos, George)[ 2,3 ] ; Kassir, M (Kassir, Martin)[ 4 ] ; Jafferany, M (Jafferany, Mohammad)[ 5 ] ; Lotti, T (Lotti, Torello)[ 6 ] ; Sadoughifar, R (Sadoughifar, Roxanna)[ 7,8 ] ; Sitkowska, Z (Sitkowska, Zuzanna)[ 9 ] ; Grabbe, S (Grabbe, Stephan)[ 10 ] ; Goldust, M (Goldust, Mohamad)[ 7,11,12 ]",研究方向:Dermatology,,10.1111/dth.13359,"Univ Hosp Basel, Dept Dermatol & Allergy, Basel, Switzerland.
[ 1 ] Mehektagul Dermaclin, Dept Dermatol, New Delhi, India
[ 2 ] Brown Univ, Dept Dermatol, Alpert Med Sch, Providence, RI 02912 USA
[ 3 ] Med Sch Jundiai, Dept Dermatol, Sao Paulo, Brazil
[ 4 ] Worldwide Laser Inst, Dallas, TX USA
[ 5 ] Cent Michigan Univ, Coll Med, Saginaw, MI USA
[ 6 ] Univ Guglielmo Marconi, Dept Dermatol, Rome, Italy
[ 7 ] Univ Rome G Marconi, Rome, Italy
[ 8 ] Bidarskinctr, Tehran, Iran
[ 9 ] Med Univ Warsaw, Dept Dermatol, Warsaw, Poland
[ 10 ] Johannes Gutenberg Univ Mainz, Univ Med Ctr, Dept Dermatol, Mainz, Germany
[ 11 ] Univ Med Ctr Mainz, Dept Dermatol, Mainz, Germany
[ 12 ] Univ Hosp Basel, Dept Dermatol & Allergy, Basel, Switzerland
"
,,文献类型:Editorial Material; Early Access,DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,10.1111/dmcn.14544,Human rights of children with disabilities in crisis: the COVID-19 challenge,"作者:Schiariti, V (Schiariti, Veronica)[ 1 ]",研究方向:Neurosciences & Neurology; Pediatrics,,APR 2020,"ALDID, Relacji Miezdzynarodowych, Warsaw, Poland.
[ 1 ] ALDID, Relacji Miezdzynarodowych, Warsaw, Poland
"
,,文献类型:Editorial Material; Early Access,DIGESTIVE DISEASES AND SCIENCES,10.1007/s10620-020-06251-0,A Call to Action: Novel Ways that Hepatologists Can Contribute to Patient Care During the COVID-19 Pandemic,"作者:Bloom, PP (Bloom, Patricia P.)[ 1 ]",研究方向:Gastroenterology & Hepatology,,APR 2020,"Massachusetts Gen Hosp, Div Gastroenterol, Boston, MA 02114 USA.
[ 1 ] Massachusetts Gen Hosp, Div Gastroenterol, Boston, MA 02114 USA
"
"摘要
The aim of this study was to investigate the clinical characteristics of neonates born to SARS-CoV-2 infected mothers and increase the current knowledge on the perinatal consequences of COVID-19. Nineteen neonates were admitted to Tongji Hospital from January 31 to February 29, 2020. Their mothers were clinically diagnosed or laboratory-confirmed with COVID-19. We prospectively collected and analyzed data of mothers and infants. There are 19 neonates included in the research. Among them, 10 mothers were confirmed COVID-19 by positive SARS-CoV-2 RT-PCR in throat swab, and 9 mothers were clinically diagnosed with COVID-19. Delivery occurred in an isolation room and neonates were immediately separated from the mothers and isolated for at least 14 days. No fetal distress was found. Gestational age of the neonates was 38.6 +/- 1.5 weeks, and average birth weight was 3293 +/- 425 g. SARS-CoV-2 RT-PCR in throat swab, urine, and feces of all neonates were negative. SARS-CoV-2 RT-PCR in breast milk and amniotic fluid was negative too. None of the neonates developed clinical, radiologic, hematologic, or biochemical evidence of COVID-19. No vertical transmission of SARS-CoV-2 and no perinatal complications in the third trimester were found in our study. The delivery should occur in isolation and neonates should be separated from the infected mothers and care givers.",作者关键词:coronavirus disease 2019; severe acute respiratory syndrome-associated coronavirus; maternal-infant infection; newborn,文献类型:Article; Early Access,FRONTIERS OF MEDICINE,10.1007/s11684-020-0772-y,Clinical characteristics of 19 neonates born to mothers with COVID-19,"作者:Liu, W (Liu Wei)[ 1 ] ; Wang, J (Wang Jing)[ 1 ] ; Li, WB (Li Wenbin)[ 1 ] ; Zhou, ZX (Zhou Zhaoxian)[ 1 ] ; Liu, SY (Liu Siying)[ 1 ] ; Rong, ZH (Rong Zhihui)[ 1 ]",研究方向:Oncology; Research & Experimental Medicine,,APR 2020,"Huazhong Univ Sci & Technol, Tongji Hosp, Dept Pediat, Tongji Med Coll, Wuhan 430030, Peoples R China.
[ 1 ] Huazhong Univ Sci & Technol, Tongji Hosp, Dept Pediat, Tongji Med Coll, Wuhan 430030, Peoples R China
"
,,文献类型:Editorial Material; Early Access,JOURNAL OF DIABETES,10.1111/1753-0407.13036,Care for diabetes with COVID-19: Advice from China,"作者:Wang, WQ (Wang, Weiqing)[ 1 ] ; Lu, JL (Lu, Jieli)[ 1 ] ; Gu, WQ (Gu, Weiqiong)[ 1 ] ; Zhang, YF (Zhang, Yifei)[ 1 ] ; Liu, JM (Liu, Jianmin)[ 1 ] ; Ning, G (Ning, Guang)[ 1 ]",研究方向:Endocrinology & Metabolism,"Ministry of Science and Technology, China",APR 2020,"Shanghai Jiao Tong Univ, Sch Med, Key Lab Endocrine & Metab Dis, Minist Hlth,Dept Endocrine & Metab Dis,Rui Jin Ho, 197 Rui Jin 2nd Rd, Shanghai 200025, Peoples R China.
[ 1 ] Shanghai Jiao Tong Univ, Sch Med, Key Lab Endocrine & Metab Dis, Minist Hlth,Dept Endocrine & Metab Dis,Rui Jin Ho, 197 Rui Jin 2nd Rd, Shanghai 200025, Peoples R China
"
"摘要
Introduction Among surgeons worldwide, a concern with the use of minimally invasive techniques has been raised due to a proposed risk of viral transmission of the coronavirus disease of 2019 (COVID-19) with the creation of pneumoperitoneum. Due to this proposed concern, we sought to collect the available data and evaluate the use of laparoscopy and the risk of COVID-19 transmission. Methods A literature review of viral transmission in surgery and of the available literature regarding the transmission of the COVID-19 virus was performed. We additionally reviewed surgical society guidelines and recommendations regarding surgery during this pandemic. Results Few studies have been performed on viral transmission during surgery, but to date there is no study that demonstrates or can suggest the ability for a virus to be transmitted during surgical treatment whether open or laparoscopic. There is no societal consensus on limiting or restricting laparoscopic or robotic surgery; however, there is expert consensus on the modification of standard practices to minimize any risk of transmission. Conclusions Despite very little evidence to support viral transmission through laparoscopic or open approaches, we recommend making modifications to surgical practice such as the use of smoke evacuation and minimizing energy device use among other measures to minimize operative staff exposure to aerosolized particles.",作者关键词:COVID-19; Laparoscopic viral transmission; Smoke evacuation; Robotic surgery; SARS-CoV-2; Viral transmission,文献类型:Review; Early Access,JOURNAL OF GASTROINTESTINAL SURGERY,10.1007/s11605-020-04592-9,What Is the Appropriate Use of Laparoscopy over Open Procedures in the Current COVID-19 Climate?,"作者:Vigneswaran, Y (Vigneswaran, Yalini)[ 1 ] ; Prachand, VN (Prachand, Vivek N.)[ 1 ] ; Posner, MC (Posner, Mitchell C.)[ 1 ] ; Matthews, JB (Matthews, Jeffrey B.)[ 1 ] ; Hussain, M (Hussain, Mustafa)[ 1 ]",研究方向:Gastroenterology & Hepatology; Surgery,,APR 2020,"Univ Chicago, Med Ctr, Dept Surg, 5841 S Maryland,Rm G-210, Chicago, IL 60637 USA.
[ 1 ] Univ Chicago, Med Ctr, Dept Surg, 5841 S Maryland,Rm G-210, Chicago, IL 60637 USA
"
,,文献类型:Letter; Early Access,KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,10.1002/kjm2.12216,Integrated Hospital Quarantine System against COVID-19,"作者:Juang, SF (Juang, Shian-Fei)[ 1 ] ; Chiang, HC (Chiang, Hsiu-Chu)[ 2 ] ; Tsai, MJ (Tsai, Ming-Ju)[ 2,3,4 ] ; Huang, MK (Huang, Ming-Kuo)[ 2 ]",研究方向:Research & Experimental Medicine,,APR 2020,"Kaohsiung Med Univ Hosp, Dept Internal Med, Div Pulm & Crit Care Med, 100,Tz You 1st, Kaohsiung 807, Taiwan.
[ 1 ] Kaohsiung Med Univ, Kaohsiung Med Univ Hosp, Dept Med Informat, Kaohsiung, Taiwan
[ 2 ] Kaohsiung Med Univ, Kaohsiung Med Univ Hosp, Dept Superintendent, Kaohsiung, Taiwan
[ 3 ] Kaohsiung Med Univ, Kaohsiung Med Univ Hosp, Dept Internal Med, Div Pulm & Crit Care Med, Kaohsiung, Taiwan
[ 4 ] Kaohsiung Med Univ, Sch Med, Coll Med, Kaohsiung, Taiwan
"
"摘要
The sudden outbreak of COVID-19 has led to more than seven thousand deaths. Unfortunately, there are no specific drugs available to cure this disease. Type 2 taste receptors (TAS2Rs) may play an important role in host defense mechanisms. Based on the idea of host-directed therapy (HDT), we performed a negative co-expression analysis using big data of 60 000 Affymetrix expression arrays and 5000 TCGA data sets to determine the functions of TAS2R10, which can be activated by numerous bitter substances. Excitingly, we found that the main functions of TAS2R10 involved controlling infectious diseases caused by bacteria, viruses, and parasites, suggesting that TAS2R10 is a key trigger of host defense pathways. To quickly guide the clinical treatment of 2019-nCoV, we searched currently available drugs that are agonists of TAS2Rs. We identified many cheap, available, and safe medicines, such as diphenidol, quinine, chloroquine, artemisinin, chlorpheniramine, yohimbine, and dextromethorphan, which may target the most common symptoms caused by 2019-nCoV. We suggest that a cocktail-like recipe of existing bitter drugs may help doctors to fight this catastrophic disease and that the general public may drink or eat bitter substances, such as coffee, tea, or bitter vegetables, to reduce the risk of infection.",作者关键词:2019-nCoV; coronavirus; COVID-19; cytokine storm; infectious disease; type 2 taste receptors (TAS2Rs),文献类型:Article; Early Access,FASEB JOURNAL,10.1096/fj.202000502,Existing bitter medicines for fighting 2019-nCoV-associated infectious diseases,"作者:Li, XQ (Li, Xiangqi)[ 1 ] ; Zhang, CB (Zhang, Chaobao)[ 2 ] ; Liu, LY (Liu, Lianyong)[ 3 ] ; Gu, MJ (Gu, Mingjun)[ 1 ]",研究方向:Biochemistry & Molecular Biology; Life Sciences & Biomedicine - Other Topics; Cell Biology,Pudong Health and Family Planning Commission of Shanghai ,APR 2020,"Second Mil Med Univ, Shanghai Gongli Hosp, Dept Endocrinol, Shanghai 200135, Peoples R China.
[ 1 ] Second Mil Med Univ, Shanghai Gongli Hosp, Dept Endocrinol, Shanghai 200135, Peoples R China
[ 2 ] Chinese Acad Sci, Shanghai Inst Biochem & Cell Biol, CAS Ctr Excellence Mol Cell Sci, Univ Chinese Acad Sci,State Key Lab Mol Biol, Shanghai, Peoples R China
[ 3 ] Punan Hosp Pudong New Dist, Dept Endocrinol, Shanghai, Peoples R China
"
,,文献类型:Editorial Material; Early Access,INDIAN JOURNAL OF PEDIATRICS,10.1007/s12098-020-03293-0,COVID-19: How to Prepare for the Pandemic?,"作者:Lodha, R (Lodha, Rakesh)[ 1 ] ; Kabra, SK (Kabra, S. K.)[ 1 ]",研究方向:Pediatrics,,APR 2020,"All India Inst Med Sci, Dept Pediat, New Delhi, India.
[ 1 ] All India Inst Med Sci, Dept Pediat, New Delhi, India
"
"摘要
There is ongoing debate on the safety of renin-angiotensin system (RAS) inhibitors in COVID-19. Recently published studies highlight a potential relationship between cardiovascular disease (CVD) and COVID-19. This article aims to summarize the evidence on the use of RAS inhibitors in CVD patients with COVID-19, focusing on safety issues of the RAS inhibitors and their relationship with COVID-19.",,文献类型:Article; Early Access,AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS,10.1007/s40256-020-00406-0,Cardiovascular Disease and Use of Renin-Angiotensin System Inhibitors in COVID-19,"作者:Kow, CS (Kow, Chia Siang)[ 1 ] ; Zaidi, STR (Zaidi, Syed Tabish Razi)[ 2 ] ; Hasan, SS (Hasan, Syed Shahzad)[ 3 ]",研究方向:Cardiovascular System & Cardiology; Pharmacology & Pharmacy,,APR 2020,"Univ Huddersfield, Sch Appl Sci, Huddersfield, W Yorkshire, England.
[ 1 ] Int Med Univ, Fac Med & Hlth Sci, Kuala Lumpur, Malaysia
[ 2 ] Univ Leeds, Sch Healthcare, Leeds, W Yorkshire, England
[ 3 ] Univ Huddersfield, Sch Appl Sci, Huddersfield, W Yorkshire, England
"
"摘要
A novel RNA betacoronavirus causing coronavirus disease 2019 (Covid-19) has now been declared pandemic disease by WHO. Guo et al published the first report of biochemical features in patients with diabetes and the further risk that this disease can determine to the progression of Covid-19. Among different cytokines found significantly higher in patients with diabetes compared to those without, Interleukin-6 (IL-6), which is already increased in conditions of chronic inflammation, may play a more deleterious role in Covid-19 infection. Targeting the overexpression of Il-6 effects with a monoclonal antibody against IL-6 receptor or using Janus Kinase inhibitors may be particularly helpful for treatment of Covid-19 pneumonia in diabetes.",作者关键词:Covid-19; diabetes; inflammation; IL-6,文献类型:Editorial Material; Early Access,DIABETES-METABOLISM RESEARCH AND REVIEWS,e33213321,Covid-19 and diabetes mellitus: unveiling the interaction of two pandemics,"作者:Maddaloni, E (Maddaloni, Ernesto)[ 1 ] ; Buzzetti, R (Buzzetti, Raffaella)[ 1 ]",研究方向:Endocrinology & Metabolism,,10.1002/dmrr.3321,"Sapienza Univ Rome, Dept Expt Med, Viale Regina Elena 324, I-00161 Rome, Italy.
[ 1 ] Sapienza Univ Rome, Dept Expt Med, Viale Regina Elena 324, I-00161 Rome, Italy
"
,,文献类型:Letter; Early Access,HAEMOPHILIA,10.1111/hae.14000,Clinical findings in a patient with haemophilia A affected by COVID-19,"作者:Cui, DY (Cui, Dongyan)[ 1 ] ; Zhang, A (Zhang, Ai)[ 1 ] ; Liu, AG (Liu, Aiguo)[ 1 ] ; Hu, Q (Hu, Qun)[ 1 ]",研究方向:Hematology,"Haemophilia Experience, Results, and Opportunities (HERO) Research Grant (Novo Nordisk) ",APR 2020,"Huazhong Univ Sci & Technol, Tongji Hosp, Tongji Med Coll, Wuhan, Peoples R China.
[ 1 ] Huazhong Univ Sci & Technol, Tongji Hosp, Tongji Med Coll, Wuhan, Peoples R China
"
,作者关键词:ARDS; high altitude pulmonary edema; hypoxemia; nifedipine,文献类型:Editorial Material; Early Access,HIGH ALTITUDE MEDICINE & BIOLOGY,10.1089/ham.2020.0055,COVID-19 Lung Injury is Not High Altitude Pulmonary Edema,"作者:Luks, AM (Luks, Andrew M.)[ 1 ] ; Freer, L (Freer, Luanne)[ 2 ] ; Grissom, CK (Grissom, Colin K.)[ 3,4 ] ; McIntosh, SE (McIntosh, Scott E.)[ 5 ] ; Schoene, RB (Schoene, Robert B.)[ 6 ] ; Swenson, ER (Swenson, Erik R.)[ 1,7 ] ; Hackett, PH (Hackett, Peter H.)[ 8 ]","研究方向:Biophysics; Public, Environmental & Occupational Health; Sport Sciences",,APR 2020,"Harborview Med Ctr, Pulm Crit Care & Sleep Med, 325 Ninth Ave,Box 359762, Seattle, WA 98104 USA.
[ 1 ] Univ Washington, Div Pulm Crit Care & Sleep Med, Seattle, WA 98195 USA
[ 2 ] Himalayan Rescue Assoc, Everest ER, Kathmandu, Nepal
[ 3 ] Intermt Med Ctr, Div Pulm & Crit Care Med, Salt Lake City, UT USA
[ 4 ] Univ Utah, Salt Lake City, UT USA
[ 5 ] Univ Utah, Div Emergency Med, Salt Lake City, UT USA
[ 6 ] St Marys Hosp, Sound Phys, Div Pulm & Crit Care Med, San Francisco, CA USA
[ 7 ] VA Puget Sound Hlth Care Syst, Med Serv, Seattle, WA USA
[ 8 ] Univ Colorado, Dept Med, Div Pulm Sci & Crit Care Med, Altitude Res Ctr, Anschutz Med Campus, Aurora, CO USA
"
"摘要
The outbreak of the novel coronavirus disease (COVID-19) quickly spread all over China and to more than 20 other countries. Although the virus (severe acute respiratory syndrome coronavirus [SARS-Cov-2]) nucleic acid real-time polymerase chain reaction (PCR) test has become the standard method for diagnosis of SARS-CoV-2 infection, these real-time PCR test kits have many limitations. In addition, high false-negative rates were reported. There is an urgent need for an accurate and rapid test method to quickly identify a large number of infected patients and asymptomatic carriers to prevent virus transmission and assure timely treatment of patients. We have developed a rapid and simple point-of-care lateral flow immunoassay that can detect immunoglobulin M (IgM) and IgG antibodies simultaneously against SARS-CoV-2 virus in human blood within 15 minutes which can detect patients at different infection stages. With this test kit, we carried out clinical studies to validate its clinical efficacy uses. The clinical detection sensitivity and specificity of this test were measured using blood samples collected from 397 PCR confirmed COVID-19 patients and 128 negative patients at eight different clinical sites. The overall testing sensitivity was 88.66% and specificity was 90.63%. In addition, we evaluated clinical diagnosis results obtained from different types of venous and fingerstick blood samples. The results indicated great detection consistency among samples from fingerstick blood, serum and plasma of venous blood. The IgM-IgG combined assay has better utility and sensitivity compared with a single IgM or IgG test. It can be used for the rapid screening of SARS-CoV-2 carriers, symptomatic or asymptomatic, in hospitals, clinics, and test laboratories.",作者关键词:COVID-19; fingerstick blood; lateral flow immunoassay; point-of-care testing; rapid IgM-IgG combined test; SARS-CoV-2 virus infection,文献类型:Article; Early Access,JOURNAL OF MEDICAL VIROLOGY,10.1002/jmv.25727,Development and clinical application of a rapid IgM-IgG combined antibody test for SARS-CoV-2 infection diagnosis,"作者:Li, ZT (Li, Zhengtu)[ 1 ] ; Yi, YX (Yi, Yongxiang)[ 2 ] ; Luo, XM (Luo, Xiaomei)[ 3 ] ; Xiong, N (Xiong, Nian)[ 4 ] ; Liu, Y (Liu, Yang)[ 5 ] ; Li, SQ (Li, Shaoqiang)[ 1 ] ; Sun, RL (Sun, Ruilin)[ 6 ] ; Wang, YQ (Wang, Yanqun)[ 1 ] ; Hu, BC (Hu, Bicheng)[ 7 ] ; Chen, W (Chen, Wei)[ 8 ] ...更多内容",研究方向:Virology,,APR 2020,"Guangzhou Med Univ, Affiliated Hosp 1, Guangzhou Inst Resp Hlth, Natl Clin Res Ctr Resp Dis,State Key Lab Resp Dis, Guangzhou 510120, Peoples R China.
[ 1 ] Guangzhou Med Univ, Affiliated Hosp 1, Guangzhou Inst Resp Hlth, Natl Clin Res Ctr Resp Dis,State Key Lab Resp Dis, Guangzhou 510120, Peoples R China
[ 2 ] Nanjing Univ Chinese Med, Hosp Nanjing 2, Nanjing, Peoples R China
[ 3 ] Chongqing Publ Hlth Med Ctr, Chongqing, Peoples R China
[ 4 ] Huazhong Univ Sci & Technol, Union Hosp, Tongji Med Coll, Wuhan, Peoples R China
[ 5 ] Nanchang Univ, Affiliated Hosp 1, Nanchang, Jiangxi, Peoples R China
[ 6 ] Guangdong Second Prov Gen Hosp, Dept Pulm & Crit Care Med, Guangzhou, Guangdong, Peoples R China
[ 7 ] Wuhan 1 Hosp, Wuhan, Peoples R China
[ 8 ] Xi An Jiao Tong Univ, Affiliated Hosp 1, Xian, Peoples R China
[ 9 ] Jiangsu Med Med Technol Co Ltd, Nanjing, Peoples R China
[ 10 ] Hunan Prov Ctr Dis Control & Prevent, Changsha, Peoples R China
"
,,文献类型:Letter; Early Access,JOURNAL OF NEURO-ONCOLOGY,10.1007/s11060-020-03495-8,"Milan 2020: COVID-19, neuro-oncology and much more","作者:Finocchiaro, G (Finocchiaro, Gaetano)[ 1 ]",研究方向:Oncology; Neurosciences & Neurology,,APR 2020,"Fdn IRCCS Ist Neurol Carlo Besta, Unit Mol Neurooncol, I-20133 Milan, Italy.
[ 1 ] Fdn IRCCS Ist Neurol Carlo Besta, Unit Mol Neurooncol, I-20133 Milan, Italy
"
